Latitude,Longitude (Decimal Degrees),Total Magnetic Field (nT),Corrected Total Magnetic Field (nT)
40.207,-110.5403,105.1,34.3
40.2073,-110.5403,105.0,34.7
40.2077,-110.5402,105.0,34.6
40.208,-110.5402,104.7,34.5
40.2084,-110.5402,104.9,34.6
40.2086,-110.5402,106.1,34.7
40.2091,-110.5402,107.8,35.5
40.2093,-110.5401,109.2,36.2
40.2098,-110.5401,110.1,36.7
40.21,-110.5401,110.2,37.3
40.2104,-110.5401,109.2,37.3
40.2107,-110.5401,107.8,37.1
40.2111,-110.54,107.1,37.7
40.2114,-110.54,108.0,37.7
40.2118,-110.54,110.3,37.4
40.2121,-110.54,113.3,37.5
40.2125,-110.54,116.1,38.4
40.2128,-110.54,118.3,39.1
40.2132,-110.5399,120.1,40.1
40.2135,-110.5399,122.5,40.3
40.2139,-110.5399,125.3,39.7
40.2142,-110.5399,127.3,38.6
40.2146,-110.5399,127.9,38.6
40.2149,-110.5399,127.9,38.9
40.2153,-110.5398,128.0,39.7
40.2156,-110.5398,127.4,40.5
40.216,-110.5398,125.9,41.8
40.2163,-110.5398,123.2,42.5
40.2167,-110.5398,119.8,42.8
40.2169,-110.5397,116.9,42.9
40.2174,-110.5397,115.5,42.5
40.2176,-110.5397,115.7,43.2
40.2181,-110.5397,116.7,44.4
40.2183,-110.5397,117.3,46.6
40.2187,-110.5397,117.6,48.1
40.219,-110.5396,117.6,46.8
40.2194,-110.5396,117.6,44.8
40.2197,-110.5396,118.1,42.9
40.2201,-110.5396,119.2,42.4
40.2204,-110.5396,120.3,42.8
40.2208,-110.5395,121.5,44.4
40.2211,-110.5395,123.0,44.8
40.2215,-110.5395,124.5,45.2
40.2218,-110.5395,125.4,45.7
40.2222,-110.5395,125.7,45.8
40.2225,-110.5395,125.7,46.4
40.2229,-110.5394,126.1,46.5
40.2232,-110.5394,127.3,47.2
40.2236,-110.5394,128.2,47.5
40.2239,-110.5394,128.1,47.8
40.2243,-110.5394,127.5,48.1
40.2246,-110.5394,127.3,48.9
40.225,-110.5393,127.8,49.2
40.2252,-110.5393,129.0,49.9
40.2257,-110.5393,130.6,50.2
40.2259,-110.5393,132.6,50.4
40.2264,-110.5393,135.4,51.2
40.2266,-110.5392,139.6,52.4
40.227,-110.5392,144.5,53.7
40.2273,-110.5392,148.8,54.1
40.2277,-110.5392,152.4,54.2
40.228,-110.5392,155.6,54.2
40.2284,-110.5391,157.6,54.0
40.2287,-110.5391,157.9,54.8
40.2291,-110.5392,156.1,56.9
40.2293,-110.5392,153.7,57.7
40.2297,-110.5392,152.4,58.2
40.2299,-110.5392,153.3,59.6
40.2303,-110.5392,156.5,60.5
40.2306,-110.5393,160.2,61.5
40.2309,-110.5393,162.5,62.4
40.2312,-110.5393,163.9,62.2
40.2316,-110.5393,166.3,62.1
40.2318,-110.5393,169.5,61.6
40.2322,-110.5394,171.3,60.9
40.2324,-110.5394,170.2,61.1
40.2328,-110.5394,165.7,60.8
40.233,-110.5394,158.3,60.7
40.2334,-110.5394,150.9,61.1
40.2337,-110.5394,145.8,61.3
40.234,-110.5395,141.1,61.9
40.2343,-110.5395,135.8,62.4
40.2346,-110.5395,131.2,62.8
40.2349,-110.5395,127.4,63.0
40.2353,-110.5396,124.0,63.0
40.2355,-110.5396,122.0,62.9
40.2359,-110.5396,121.5,63.2
40.2361,-110.5396,121.4,64.1
40.2365,-110.5396,120.6,64.8
40.2368,-110.5396,119.2,65.1
40.2371,-110.5397,119.0,65.0
40.2374,-110.5397,122.0,64.9
40.2377,-110.5397,129.2,65.9
40.238,-110.5397,138.0,68.0
40.2384,-110.5397,144.4,68.7
40.2386,-110.5398,147.5,70.7
40.239,-110.5398,149.8,73.6
40.2392,-110.5398,152.6,77.6
40.2396,-110.5398,154.6,82.2
40.2399,-110.5398,155.4,83.8
40.2402,-110.5399,155.6,81.4
40.2405,-110.5399,155.8,76.0
40.2408,-110.5399,155.7,72.1
40.2411,-110.5399,155.9,70.7
40.2415,-110.5399,157.2,70.3
40.2417,-110.54,159.1,70.5
40.2421,-110.54,159.4,70.6
40.2423,-110.54,158.2,70.6
40.2427,-110.54,158.2,69.9
40.243,-110.54,159.7,70.1
40.2433,-110.5401,160.5,70.2
40.2436,-110.5401,159.9,71.8
40.2439,-110.5401,159.4,71.9
40.2442,-110.5401,160.1,72.0
40.2446,-110.5401,161.1,72.4
40.2448,-110.5402,161.6,72.0
40.2452,-110.5402,161.7,71.8
40.2454,-110.5402,161.8,71.7
40.2458,-110.5402,162.4,72.0
40.246,-110.5402,164.0,72.7
40.2464,-110.5403,166.7,73.6
40.2467,-110.5403,169.4,73.5
40.247,-110.5403,171.3,73.7
40.2473,-110.5403,172.6,74.5
40.2477,-110.5403,173.9,74.7
40.2479,-110.5404,175.2,74.3
40.2483,-110.5404,175.9,74.4
40.2485,-110.5404,175.6,75.3
40.2489,-110.5404,174.2,75.8
40.2491,-110.5404,172.3,76.4
40.2495,-110.5405,170.7,76.4
40.2498,-110.5405,170.1,77.2
40.2501,-110.5405,170.0,78.4
40.2504,-110.5405,170.0,80.2
40.2508,-110.5405,170.4,81.7
40.251,-110.5406,171.2,83.1
40.2514,-110.5406,172.3,83.2
40.2516,-110.5406,173.4,82.6
40.252,-110.5406,174.9,80.4
40.2522,-110.5406,177.0,79.2
40.2526,-110.5407,179.1,78.0
40.2529,-110.5407,181.1,77.7
40.2532,-110.5407,183.0,77.3
40.2535,-110.5407,184.4,76.7
40.2539,-110.5407,184.7,77.1
40.2541,-110.5408,183.5,76.6
40.2545,-110.5408,181.6,76.4
40.2547,-110.5408,180.0,75.5
40.2551,-110.5408,178.9,75.0
40.2553,-110.5408,177.8,75.2
40.2557,-110.5409,176.0,74.9
40.256,-110.5409,173.4,74.2
40.2563,-110.5409,170.0,74.4
40.2566,-110.5409,165.3,74.2
40.257,-110.5409,159.0,73.5
40.2572,-110.5409,152.8,73.2
40.2576,-110.541,147.4,73.2
40.2578,-110.541,142.3,72.6
40.2582,-110.541,136.7,71.8
40.2584,-110.541,130.1,72.8
40.2588,-110.5411,122.8,73.1
40.2591,-110.5411,116.1,72.6
40.2594,-110.5411,111.2,72.0
40.2597,-110.5411,107.7,72.0
40.26,-110.5411,104.0,71.3
40.2603,-110.5411,98.4,71.0
40.2607,-110.5412,91.4,70.8
40.2609,-110.5412,85.4,70.5
40.2613,-110.5412,81.0,71.2
40.2615,-110.5412,77.2,71.5
40.2619,-110.5412,73.8,70.7
40.2622,-110.5413,71.4,70.5
40.2625,-110.5413,69.4,69.8
40.2628,-110.5413,67.1,68.9
40.2631,-110.5413,65.9,69.2
40.2634,-110.5413,66.5,69.5
40.2638,-110.5414,68.9,69.6
40.264,-110.5414,72.4,69.4
40.2644,-110.5414,75.9,69.8
40.2646,-110.5414,78.3,69.8
40.265,-110.5414,79.9,69.6
40.2653,-110.5415,81.1,69.0
40.2656,-110.5415,81.9,68.6
40.2659,-110.5415,81.4,67.4
40.2662,-110.5415,80.0,67.7
40.2665,-110.5415,78.3,68.3
40.2669,-110.5416,76.8,68.5
40.2671,-110.5416,75.4,69.6
40.2675,-110.5416,74.7,70.6
40.2677,-110.5416,75.3,69.8
40.2681,-110.5416,76.3,69.4
40.2683,-110.5417,77.0,68.6
40.2687,-110.5417,77.8,69.4
40.269,-110.5417,79.2,70.5
40.2693,-110.5417,80.9,71.2
40.2696,-110.5417,82.1,70.6
40.27,-110.5418,82.4,70.9
40.2702,-110.5418,82.5,70.8
40.2706,-110.5418,83.5,70.8
40.2708,-110.5418,85.7,70.6
40.2712,-110.5418,89.2,70.7
40.2714,-110.5419,94.3,71.5
40.2718,-110.5419,100.4,72.0
40.2721,-110.5419,106.2,72.2
40.2724,-110.5419,111.4,73.0
40.2727,-110.5419,117.6,73.7
40.2731,-110.542,126.0,73.8
40.2733,-110.542,137.1,74.8
40.2737,-110.542,150.8,75.2
40.2739,-110.542,166.3,75.8
40.2743,-110.542,178.6,76.9
40.2745,-110.5421,180.6,78.1
40.2749,-110.5421,170.6,80.9
40.2752,-110.5421,154.8,82.0
40.2755,-110.5421,139.9,81.0
40.2758,-110.5421,129.2,80.0
40.2762,-110.5422,123.1,80.0
40.2764,-110.5422,120.4,80.0
40.2768,-110.5422,119.6,79.6
40.277,-110.5422,120.3,79.7
40.2774,-110.5422,121.4,78.5
40.2776,-110.5423,122.1,78.7
40.278,-110.5423,122.3,78.1
40.2783,-110.5423,121.0,78.4
40.2786,-110.5423,118.2,78.6
40.2789,-110.5423,114.7,78.6
40.2793,-110.5424,109.5,78.2
40.2795,-110.5424,103.3,77.8
40.2799,-110.5424,99.9,78.2
40.2801,-110.5424,100.8,77.6
40.2805,-110.5424,104.0,77.5
40.2807,-110.5424,107.7,77.3
40.2811,-110.5425,111.5,77.6
40.2814,-110.5425,115.0,78.0
40.2817,-110.5425,118.0,78.3
40.282,-110.5425,120.7,78.2
40.2823,-110.5426,124.0,77.8
40.2826,-110.5426,128.2,77.8
40.283,-110.5426,132.2,77.7
40.2832,-110.5426,135.7,78.0
40.2836,-110.5426,138.8,78.1
40.2838,-110.5426,141.5,78.1
40.2842,-110.5427,141.2,77.9
40.2845,-110.5427,134.7,78.4
40.2848,-110.5427,122.0,78.8
40.2851,-110.5427,108.1,78.3
40.2854,-110.5427,98.1,78.4
40.2857,-110.5428,92.0,78.3
40.2861,-110.5428,87.6,78.2
40.2863,-110.5428,84.7,79.1
40.2867,-110.5428,84.5,79.6
40.2869,-110.5428,86.2,79.8
40.2873,-110.5429,87.6,79.9
40.2876,-110.5429,87.8,79.7
40.2879,-110.5429,87.3,80.4
40.2882,-110.5429,86.6,80.9
40.2885,-110.5429,86.1,80.2
40.2888,-110.543,85.9,80.4
40.2892,-110.543,85.2,80.7
40.2894,-110.543,83.6,81.0
40.2898,-110.543,81.9,79.5
40.29,-110.543,81.3,78.8
40.2904,-110.5431,82.2,79.5
40.2907,-110.5431,84.2,79.9
40.291,-110.5431,86.9,80.5
40.2913,-110.5431,89.8,81.2
40.2916,-110.5431,92.4,81.9
40.2919,-110.5432,96.0,81.6
40.2923,-110.5432,102.4,82.1
40.2925,-110.5432,111.0,81.7
40.2929,-110.5432,119.9,81.8
40.2931,-110.5432,127.6,82.1
40.2935,-110.5433,133.1,83.6
40.2937,-110.5433,137.3,84.4
40.2941,-110.5433,141.1,84.5
40.2944,-110.5433,144.6,84.7
40.2947,-110.5433,147.4,85.4
40.295,-110.5434,149.6,85.8
40.2954,-110.5434,151.7,86.4
40.2956,-110.5434,154.2,87.9
40.296,-110.5434,157.3,89.5
40.2962,-110.5434,161.8,90.8
40.2966,-110.5434,167.3,91.8
40.2968,-110.5434,169.9,92.4
40.2972,-110.5434,166.6,93.4
40.2975,-110.5433,159.4,94.1
40.2978,-110.5433,151.9,93.9
40.2981,-110.5433,145.5,94.1
40.2985,-110.5433,141.3,94.8
40.2987,-110.5433,140.1,96.7
40.2991,-110.5433,142.1,97.8
40.2993,-110.5433,146.2,98.3
40.2997,-110.5433,151.7,99.0
40.2999,-110.5433,156.5,98.8
40.3003,-110.5433,156.0,98.3
40.3006,-110.5433,149.1,97.3
40.3009,-110.5432,140.2,96.4
40.3012,-110.5432,132.8,96.0
40.3016,-110.5432,126.9,95.8
40.3018,-110.5432,122.7,96.4
40.3022,-110.5432,121.1,95.9
40.3024,-110.5432,122.2,96.3
40.3028,-110.5432,124.6,95.7
40.303,-110.5432,126.8,94.9
40.3034,-110.5432,127.8,94.0
40.3037,-110.5432,128.0,93.6
40.304,-110.5432,127.5,94.2
40.3043,-110.5431,124.9,94.2
40.3047,-110.5431,118.5,94.1
40.3049,-110.5431,109.6,93.2
40.3053,-110.5431,101.2,92.6
40.3055,-110.5431,94.5,91.8
40.3059,-110.5431,90.4,91.2
40.3061,-110.5431,89.0,91.0
40.3065,-110.5431,88.4,90.8
40.3068,-110.5431,85.3,91.1
40.3071,-110.5431,79.6,91.1
40.3074,-110.5431,75.7,90.3
40.3077,-110.543,77.2,90.2
40.308,-110.543,83.7,88.7
40.3084,-110.543,92.4,88.5
40.3086,-110.543,100.6,88.6
40.309,-110.543,106.1,88.4
40.3092,-110.543,108.2,87.8
40.3096,-110.543,108.7,86.6
40.3099,-110.543,110.0,87.0
40.3102,-110.543,113.2,87.4
40.3105,-110.543,118.2,88.9
40.3108,-110.543,123.7,89.9
40.3111,-110.5429,127.7,90.1
40.3115,-110.5429,126.6,91.9
40.3117,-110.5429,117.3,94.0
40.3121,-110.5429,104.8,93.5
40.3123,-110.5429,98.9,92.7
40.3127,-110.5429,100.3,93.3
40.313,-110.5429,102.2,93.7
40.3133,-110.5429,101.8,92.6
40.3136,-110.5429,100.3,92.6
40.3139,-110.5429,99.2,92.2
40.3142,-110.5429,100.5,92.6
40.3146,-110.5428,104.8,91.0
40.3148,-110.5428,110.8,90.3
40.3152,-110.5428,116.8,90.2
40.3154,-110.5428,122.4,90.8
40.3158,-110.5428,127.3,90.0
40.316,-110.5428,131.1,89.6
40.3164,-110.5428,134.1,90.4
40.3167,-110.5428,136.8,91.4
40.317,-110.5428,138.2,90.9
40.3173,-110.5428,137.5,89.8
40.3177,-110.5428,135.9,89.5
40.3179,-110.5427,135.2,89.4
40.3183,-110.5427,133.7,90.0
40.3185,-110.5427,128.3,89.7
40.3189,-110.5427,121.0,90.3
40.3191,-110.5427,116.7,89.8
40.3195,-110.5427,116.5,90.1
40.3198,-110.5427,117.3,89.8
40.3201,-110.5427,116.0,89.8
40.3204,-110.5427,112.8,89.0
40.3208,-110.5427,110.2,89.1
40.321,-110.5427,110.4,89.0
40.3214,-110.5426,111.2,89.0
40.3216,-110.5426,109.4,88.6
40.322,-110.5426,104.7,87.3
40.3222,-110.5426,101.0,86.8
40.3226,-110.5426,100.4,87.9
40.3229,-110.5426,101.6,86.0
40.3232,-110.5426,102.5,86.8
40.3235,-110.5426,103.0,87.5
40.3239,-110.5426,103.8,86.0
40.3241,-110.5426,103.4,85.9
40.3245,-110.5426,101.0,86.0
40.3247,-110.5425,97.7,85.0
40.3251,-110.5425,96.1,85.7
40.3253,-110.5425,97.8,85.2
40.3257,-110.5425,102.8,85.1
40.326,-110.5425,108.9,85.4
40.3263,-110.5425,113.4,85.1
40.3266,-110.5425,115.3,83.5
40.3269,-110.5425,115.1,84.3
40.3272,-110.5425,112.4,83.9
40.3276,-110.5425,105.8,83.7
40.3278,-110.5425,97.1,83.7
40.3282,-110.5424,89.9,83.3
40.3284,-110.5424,85.0,82.1
40.3288,-110.5424,79.3,81.2
40.3291,-110.5424,72.5,81.7
40.3294,-110.5424,66.9,81.4
40.3297,-110.5424,63.8,81.3
40.33,-110.5424,63.2,81.7
40.3303,-110.5424,65.0,80.1
40.3307,-110.5424,67.6,81.2
40.3309,-110.5424,69.8,79.4
40.3313,-110.5424,71.1,79.1
40.3315,-110.5423,71.2,79.4
40.3319,-110.5423,70.5,79.2
40.3322,-110.5423,69.8,78.8
40.3325,-110.5423,68.9,79.4
40.3328,-110.5423,67.7,78.7
40.3331,-110.5423,67.2,78.7
40.3334,-110.5423,68.7,78.4
40.3338,-110.5423,71.4,79.3
40.334,-110.5423,74.1,79.3
40.3344,-110.5423,76.7,78.9
40.3346,-110.5423,79.5,77.8
40.335,-110.5422,82.3,77.7
40.3352,-110.5422,84.5,77.0
40.3356,-110.5422,86.2,77.8
40.3359,-110.5422,87.9,76.7
40.3362,-110.5422,90.4,76.6
40.3365,-110.5422,92.9,75.3
40.3369,-110.5422,94.0,76.4
40.3371,-110.5422,93.4,76.3
40.3375,-110.5422,91.8,75.7
40.3377,-110.5422,90.3,75.4
40.3381,-110.5422,90.1,76.4
40.3383,-110.5421,91.7,76.3
40.3387,-110.5421,94.9,76.5
40.339,-110.5421,99.9,77.2
40.3393,-110.5421,106.3,78.0
40.3396,-110.5421,114.2,78.3
40.34,-110.5421,122.5,78.3
40.3402,-110.5421,125.7,78.3
40.3406,-110.5421,121.0,78.3
40.3408,-110.5421,114.2,79.0
40.3412,-110.5421,112.4,79.0
40.3414,-110.5421,116.0,79.0
40.3418,-110.542,122.0,78.7
40.3421,-110.542,125.7,78.9
40.3424,-110.542,123.6,79.0
40.3427,-110.542,117.3,79.2
40.3431,-110.542,110.9,78.8
40.3433,-110.542,105.2,78.7
40.3437,-110.542,100.4,78.4
40.3439,-110.542,97.7,78.7
40.3443,-110.542,97.2,78.8
40.3445,-110.542,97.2,78.7
40.3449,-110.542,97.2,78.2
40.3452,-110.5419,98.4,77.4
40.3455,-110.5419,101.3,77.0
40.3458,-110.5419,104.6,77.4
40.3461,-110.5419,107.6,76.4
40.3464,-110.5419,110.4,75.6
40.3468,-110.5419,113.4,75.5
40.347,-110.5419,116.7,75.7
40.3474,-110.5419,119.0,74.9
40.3476,-110.5419,119.5,74.3
40.348,-110.5419,118.9,74.8
40.3483,-110.5419,117.5,74.4
40.3486,-110.5418,114.1,74.1
40.3489,-110.5418,109.1,73.5
40.3492,-110.5418,105.0,74.1
40.3495,-110.5418,103.3,72.6
40.3499,-110.5418,103.7,71.4
40.3501,-110.5418,105.1,71.6
40.3505,-110.5418,107.2,71.5
40.3507,-110.5418,110.1,72.2
40.3511,-110.5418,112.5,72.3
40.3514,-110.5418,112.5,72.7
40.3517,-110.5418,109.4,72.5
40.352,-110.5417,104.9,71.9
40.3523,-110.5417,100.6,70.9
40.3526,-110.5417,97.5,70.9
40.353,-110.5417,97.4,70.0
40.3532,-110.5417,100.9,70.0
40.3536,-110.5417,105.8,70.4
40.3538,-110.5417,109.1,71.1
40.3542,-110.5417,109.8,71.2
40.3545,-110.5417,108.9,69.8
40.3548,-110.5417,108.0,69.4
40.3551,-110.5417,107.4,68.4
40.3554,-110.5416,106.8,68.1
40.3557,-110.5416,105.8,68.1
40.3561,-110.5416,105.2,69.2
40.3563,-110.5416,106.1,69.6
40.3567,-110.5416,107.9,69.4
40.3569,-110.5416,109.3,69.4
40.3573,-110.5416,111.0,68.9
40.3575,-110.5416,113.6,67.9
40.3579,-110.5416,116.8,67.3
40.3582,-110.5416,120.2,67.8
40.3585,-110.5416,124.1,68.5
40.3588,-110.5415,127.9,68.3
40.3592,-110.5415,130.6,69.2
40.3594,-110.5415,132.3,69.1
40.3598,-110.5415,134.2,68.2
40.36,-110.5415,138.5,67.0
40.3604,-110.5415,145.8,67.0
40.3606,-110.5415,151.6,67.3
40.361,-110.5415,150.1,68.3
40.3613,-110.5415,142.5,69.0
40.3616,-110.5415,136.9,69.9
40.3619,-110.5415,138.0,69.2
40.3623,-110.5414,141.6,68.2
40.3625,-110.5414,141.4,68.1
40.3629,-110.5414,136.5,67.7
40.3631,-110.5414,129.2,66.9
40.3635,-110.5414,121.6,67.5
40.3637,-110.5414,116.6,68.1
40.3641,-110.5414,115.3,67.8
40.3644,-110.5414,115.8,67.7
40.3647,-110.5414,116.1,67.3
40.365,-110.5414,116.2,66.6
40.3654,-110.5414,116.1,66.2
40.3656,-110.5413,116.1,66.1
40.366,-110.5413,116.2,65.6
40.3662,-110.5413,116.2,66.0
40.3666,-110.5413,116.1,66.3
40.3668,-110.5413,116.6,66.6
40.3672,-110.5413,119.8,66.9
40.3675,-110.5413,126.6,67.2
40.3678,-110.5413,135.9,66.3
40.3681,-110.5413,145.7,66.4
40.3684,-110.5413,153.6,66.5
40.3687,-110.5413,158.4,66.8
40.3691,-110.5412,159.7,66.6
40.3693,-110.5412,156.9,66.9
40.3697,-110.5412,151.2,66.3
40.3699,-110.5412,145.0,65.8
40.3703,-110.5412,140.4,65.7
40.3706,-110.5412,138.4,65.5
40.3709,-110.5412,139.0,65.4
40.3712,-110.5412,140.8,65.6
40.3715,-110.5412,143.1,65.2
40.3718,-110.5412,145.6,65.1
40.3722,-110.5412,147.2,65.3
40.3724,-110.5411,147.3,64.4
40.3728,-110.5411,146.8,63.7
40.373,-110.5411,147.0,63.9
40.3734,-110.5411,147.6,64.7
40.3737,-110.5411,148.4,64.6
40.374,-110.5411,149.0,64.4
40.3743,-110.5411,147.9,64.5
40.3746,-110.5411,144.1,64.0
40.3749,-110.5411,139.7,63.8
40.3753,-110.5411,136.2,62.7
40.3755,-110.5411,131.9,62.9
40.3759,-110.541,124.7,63.8
40.3761,-110.541,114.9,63.5
40.3765,-110.541,105.6,63.0
40.3767,-110.541,100.8,61.8
40.3771,-110.541,103.0,61.2
40.3774,-110.541,111.0,61.2
40.3777,-110.541,121.9,61.4
40.378,-110.541,133.7,61.8
40.3784,-110.541,145.0,62.4
40.3786,-110.541,152.3,62.5
40.379,-110.541,152.8,62.1
40.3792,-110.5409,147.3,62.1
40.3796,-110.5409,138.4,62.1
40.3798,-110.5409,129.2,62.1
40.3802,-110.5409,122.8,61.9
40.3805,-110.5409,118.6,62.4
40.3808,-110.5409,113.1,61.8
40.3811,-110.5409,104.7,60.8
40.3815,-110.5409,95.0,60.0
40.3817,-110.5409,86.9,59.7
40.3821,-110.5409,83.4,58.7
40.3823,-110.5409,85.5,58.9
40.3827,-110.5408,91.3,59.8
40.3829,-110.5408,98.9,59.7
40.3833,-110.5408,105.7,59.4
40.3836,-110.5408,109.8,59.4
40.3839,-110.5408,112.7,59.3
40.3842,-110.5408,117.4,58.8
40.3846,-110.5408,123.9,59.1
40.3848,-110.5408,130.1,59.4
40.3852,-110.5408,135.1,59.1
40.3854,-110.5408,140.1,58.9
40.3858,-110.5408,145.6,59.3
40.386,-110.5407,151.0,59.4
40.3864,-110.5407,155.2,58.6
40.3867,-110.5407,154.6,58.2
40.387,-110.5407,147.8,57.8
40.3873,-110.5407,138.6,57.9
40.3876,-110.5407,129.9,59.5
40.3879,-110.5407,121.8,59.5
40.3883,-110.5407,114.4,59.1
40.3885,-110.5407,109.5,58.8
40.3889,-110.5407,108.8,58.1
40.3891,-110.5407,113.2,58.9
40.3895,-110.5406,119.0,58.8
40.3898,-110.5406,121.1,59.0
40.3901,-110.5406,118.3,58.3
40.3904,-110.5406,113.7,57.8
40.3907,-110.5406,108.9,57.8
40.391,-110.5406,104.1,57.7
40.3914,-110.5406,99.3,57.2
40.3916,-110.5406,94.5,57.0
40.392,-110.5406,89.9,56.1
40.3922,-110.5406,86.8,55.7
40.3926,-110.5406,87.2,55.8
40.3929,-110.5406,90.7,55.9
40.3932,-110.5405,93.6,55.5
40.3935,-110.5405,92.6,55.5
40.3938,-110.5405,88.4,55.2
40.3941,-110.5405,83.6,55.3
40.3945,-110.5405,79.5,55.0
40.3947,-110.5405,77.1,54.3
40.3951,-110.5405,76.8,53.1
40.3953,-110.5405,78.7,53.8
40.3957,-110.5405,82.5,54.0
40.3959,-110.5405,87.6,52.7
40.3963,-110.5404,93.4,53.0
40.3966,-110.5404,100.1,53.0
40.3969,-110.5404,107.8,52.6
40.3972,-110.5404,115.7,53.4
40.3976,-110.5404,123.0,52.7
40.3978,-110.5404,128.7,53.5
40.3982,-110.5404,128.9,53.3
40.3984,-110.5404,125.1,53.1
40.3988,-110.5404,126.7,53.8
40.399,-110.5404,136.0,54.4
40.3994,-110.5404,143.2,54.6
40.3997,-110.5403,143.3,55.5
40.4,-110.5403,141.7,55.8
40.4003,-110.5403,141.5,56.2
40.4007,-110.5403,139.8,55.7
40.4009,-110.5403,135.1,54.0
40.4013,-110.5403,129.9,54.2
40.4015,-110.5403,126.3,55.5
40.4019,-110.5403,124.5,56.4
40.4021,-110.5403,123.5,56.8
40.4025,-110.5403,122.7,56.1
40.4028,-110.5403,122.5,56.3
40.4031,-110.5402,122.7,56.3
40.4034,-110.5402,122.8,55.7
40.4038,-110.5402,121.8,55.3
40.404,-110.5402,120.7,55.2
40.4044,-110.5402,121.8,55.0
40.4046,-110.5402,125.0,55.5
40.405,-110.5402,126.7,55.8
40.4052,-110.5402,124.1,55.4
40.4056,-110.5402,119.4,55.1
40.4059,-110.5402,115.9,54.8
40.4062,-110.5402,113.2,54.4
40.4065,-110.5401,108.9,54.8
40.4068,-110.5401,104.1,54.9
40.4071,-110.5401,102.2,54.7
40.4075,-110.5401,102.9,53.7
40.4077,-110.5401,102.7,53.4
40.4081,-110.5401,100.1,51.4
40.4083,-110.5401,97.8,51.2
40.4087,-110.5401,97.9,51.8
40.409,-110.5401,99.8,52.7
40.4093,-110.5401,101.2,52.8
40.4096,-110.5401,101.3,53.2
40.4099,-110.54,101.5,52.9
40.4102,-110.54,103.2,52.3
40.4106,-110.54,105.4,50.8
40.4108,-110.54,107.7,50.1
40.4112,-110.54,111.0,50.2
40.4114,-110.54,115.6,51.1
40.4118,-110.54,119.8,52.2
40.4121,-110.54,122.3,51.9
40.4124,-110.54,123.7,52.0
40.4127,-110.54,124.6,51.2
40.413,-110.54,125.2,50.6
40.4133,-110.54,125.9,49.5
40.4137,-110.5399,126.2,49.3
40.4139,-110.5399,124.9,49.7
40.4143,-110.5399,121.9,49.9
40.4145,-110.5399,117.8,49.4
40.4149,-110.5399,113.2,48.4
40.4151,-110.5399,109.0,47.9
40.4155,-110.5399,106.5,48.1
40.4158,-110.5399,105.7,48.8
40.4161,-110.5399,105.6,48.1
40.4164,-110.5399,106.1,48.2
40.4168,-110.5398,106.2,47.8
40.417,-110.5398,104.3,47.7
40.4174,-110.5398,100.0,47.0
40.4176,-110.5398,94.4,46.6
40.418,-110.5398,89.8,46.0
40.4182,-110.5398,89.0,45.9
40.4186,-110.5398,94.5,46.3
40.4189,-110.5398,105.2,46.5
40.4192,-110.5398,117.6,46.0
40.4195,-110.5398,127.2,45.7
40.4199,-110.5398,131.5,45.6
40.4201,-110.5398,130.8,45.2
40.4205,-110.5397,128.3,45.2
40.4207,-110.5397,126.4,45.6
40.4211,-110.5397,125.2,47.0
40.4213,-110.5397,123.4,47.9
40.4217,-110.5397,121.5,48.0
40.422,-110.5397,120.2,47.5
40.4223,-110.5397,117.5,46.8
40.4226,-110.5397,112.0,47.0
40.423,-110.5397,105.6,46.1
40.4232,-110.5397,99.9,45.7
40.4236,-110.5396,96.7,45.9
40.4238,-110.5396,99.3,46.6
40.4242,-110.5396,109.3,46.5
40.4244,-110.5396,122.8,46.0
40.4248,-110.5396,132.4,46.1
40.4251,-110.5396,136.5,46.0
40.4254,-110.5396,139.3,45.3
40.4257,-110.5396,144.5,45.8
40.4261,-110.5396,149.7,46.5
40.4263,-110.5396,149.2,46.8
40.4267,-110.5396,139.9,46.4
40.4269,-110.5395,125.6,45.7
40.4273,-110.5395,112.8,44.9
40.4275,-110.5395,105.4,44.9
40.4279,-110.5395,104.2,45.2
40.4282,-110.5395,107.8,46.1
40.4285,-110.5395,114.6,46.9
40.4288,-110.5395,123.5,46.5
40.4291,-110.5395,131.9,45.4
40.4294,-110.5395,136.1,44.9
40.4298,-110.5395,135.3,45.4
40.43,-110.5395,133.2,46.0
40.4304,-110.5394,133.8,46.7
40.4306,-110.5394,137.9,47.4
40.431,-110.5394,142.8,48.2
40.4313,-110.5394,145.6,47.3
40.4316,-110.5394,145.5,46.7
40.4319,-110.5394,144.1,46.0
40.4322,-110.5394,142.6,46.1
40.4325,-110.5394,140.5,45.9
40.4329,-110.5394,137.1,46.3
40.4331,-110.5394,133.3,46.6
40.4335,-110.5394,131.0,46.2
40.4337,-110.5394,132.1,45.8
40.4341,-110.5394,135.9,46.1
40.4343,-110.5394,138.6,46.0
40.4347,-110.5394,138.1,46.0
40.435,-110.5394,136.2,45.9
40.4353,-110.5394,134.7,45.5
40.4356,-110.5394,133.7,45.8
40.436,-110.5394,132.8,46.3
40.4362,-110.5394,132.4,46.0
40.4366,-110.5394,132.4,45.8
40.4368,-110.5394,132.9,45.3
40.4372,-110.5394,133.9,45.6
40.4374,-110.5394,135.1,46.3
40.4378,-110.5394,136.8,46.1
40.4381,-110.5394,139.5,45.6
40.4384,-110.5394,142.9,45.5
