Latitude,Longitude,Total_Magnetic_Field,Corrected_Total_Magnetic_Field
37.6778,-113.3572,80.8,QAG
37.6778,-113.3577,80.2,QAG
37.6778,-113.3582,79.2,QAG
37.6777,-113.3587,78.6,QAG
37.6777,-113.3592,76.2,QAG
37.6777,-113.3597,75.3,QAG
37.6777,-113.3602,73.5,QAG
37.6777,-113.3607,73.5,QAG
37.6776,-113.3612,74.4,QAG
37.6776,-113.3617,73.5,QAG
37.6776,-113.3622,74.4,QAG
37.6776,-113.3627,74.4,QAG
37.6776,-113.3632,74.7,QAG
37.6776,-113.3637,73.5,QAG
37.6775,-113.3642,72.5,QAG
37.6775,-113.3647,74.7,QAG
37.6775,-113.3652,75.6,QAG
37.6775,-113.3657,77.1,QAG
37.6775,-113.3662,78.9,QAG
37.6774,-113.3667,78.6,QAG
37.6774,-113.3672,79.2,QAG
37.6774,-113.3677,77.1,QAG
37.6774,-113.3682,78.9,QAG
37.6774,-113.3687,78.3,QAG
37.6773,-113.3692,77.4,QAG
37.6773,-113.3697,79.9,QAG
37.6773,-113.3702,82.9,QAG
37.6773,-113.3707,86.3,QAG
37.6773,-113.3712,83.8,QAG
37.6773,-113.3717,84.4,QAG
37.6772,-113.3722,85.6,QAG
37.6772,-113.3727,84.1,QAG
37.6772,-113.3732,82.9,QAG
37.6772,-113.3737,82.9,QAG
37.6772,-113.3742,83.5,QAG
37.6771,-113.3747,81.1,QAG
37.6771,-113.3752,80.2,QAG
37.6771,-113.3757,76.8,QAG
37.6771,-113.3762,71.3,QAG
37.6771,-113.3767,63.4,QAG
37.677,-113.3772,56.4,QAG
37.677,-113.3777,51.2,QAG
37.677,-113.3782,51.5,QAG
37.677,-113.3787,52.1,TVI
37.677,-113.3792,55.2,TVI
37.677,-113.3797,61.6,TVI
37.6769,-113.3802,70.1,TVI
37.6769,-113.3807,77.4,TVI
37.6769,-113.3812,88.1,TVI
37.6769,-113.3817,96.0,TVI
37.6769,-113.3822,94.8,TVI
37.6768,-113.3827,81.7,TVI
37.6768,-113.3832,68.3,TVI
37.6768,-113.3837,60.7,TVI
37.6768,-113.3842,57.9,TVI
37.6768,-113.3847,60.0,TVI
37.6767,-113.3852,64.6,TVI
37.6767,-113.3857,71.6,TVI
37.6767,-113.3862,81.1,TVI
37.6767,-113.3867,73.8,TVI
37.6767,-113.3872,68.9,TCL
37.6767,-113.3877,61.0,TCL
37.6766,-113.3882,54.6,TCL
37.6766,-113.3887,56.1,TCL
37.6766,-113.3892,62.5,TCL
37.6766,-113.3897,71.9,TCL
37.6766,-113.3902,87.8,TCL
37.6765,-113.3907,97.8,TCL
37.6765,-113.3912,95.7,TCL
37.6765,-113.3917,89.9,TCL
37.6765,-113.3922,86.0,TCL
37.6765,-113.3927,89.3,TCL
37.6765,-113.3932,95.1,TCL
37.6764,-113.3937,93.6,QAG
37.6764,-113.3942,90.5,QAG
37.6764,-113.3947,88.4,QAG
37.6764,-113.3952,88.4,QAG
37.6764,-113.3957,87.2,QAG
37.6763,-113.3962,84.1,QAG
37.6763,-113.3967,82.0,QAG
37.6763,-113.3972,80.2,TVI
37.6763,-113.3977,82.0,TVI
37.6763,-113.3982,82.6,TVI
37.6762,-113.3987,83.2,TVI
37.6762,-113.3992,83.5,TVI
37.6762,-113.3997,85.0,TVI
37.6762,-113.4002,85.0,TVI
37.6762,-113.4007,87.5,TVI
37.6762,-113.4012,88.4,TVI
37.6761,-113.4017,89.3,TVI
37.6761,-113.4022,89.6,TVI
37.6761,-113.4027,93.0,TVI
37.6761,-113.4032,94.2,TVI
37.6761,-113.4037,97.2,TVI
37.676,-113.4042,98.8,TVI
37.676,-113.4047,99.7,TVI
37.676,-113.4052,101.8,TVI
37.676,-113.4057,100.3,TVI
37.676,-113.4062,100.9,TVI
37.6759,-113.4067,100.0,TVI
37.6759,-113.4072,97.5,TVI
37.6759,-113.4077,98.8,TVI
37.6759,-113.4082,100.9,TVI
37.6759,-113.4087,100.6,TVI
37.6759,-113.4092,100.3,TVI
37.6758,-113.4097,101.2,TVI
37.6758,-113.4102,100.0,TCL
37.6758,-113.4107,100.6,TCL
37.6758,-113.4112,104.9,TCL
37.6758,-113.4117,106.1,TCL
37.6757,-113.4122,105.8,TCL
37.6757,-113.4128,104.2,TCL
37.6757,-113.4133,101.8,TCL
37.6757,-113.4138,105.8,TCL
37.6757,-113.4143,107.3,TCL
37.6757,-113.4148,107.3,TCL
37.6756,-113.4153,108.2,TCL
37.6756,-113.4158,110.0,TCL
37.6756,-113.4163,112.8,TCL
37.6756,-113.4168,112.8,TCL
37.6756,-113.4173,114.9,TCL
37.6755,-113.4178,114.3,TVI
37.6755,-113.4183,109.1,TVI
37.6755,-113.4188,107.0,TVI
37.6755,-113.4193,107.6,TVI
37.6755,-113.4198,112.2,TVI
37.6754,-113.4203,119.5,TVI
37.6754,-113.4208,123.1,TVI
37.6754,-113.4213,121.9,TVI
37.6754,-113.4218,117.3,TVI
37.6754,-113.4223,108.5,TVI
37.6753,-113.4228,101.8,TVI
37.6753,-113.4233,92.4,TVI
37.6753,-113.4238,80.8,TVI
37.6753,-113.4243,69.2,TVI
37.6753,-113.4248,59.4,TVI
37.6753,-113.4253,62.2,TVI
37.6752,-113.4258,72.2,TVI
37.6752,-113.4263,86.6,TVI
37.6752,-113.4268,102.7,TVI
37.6752,-113.4273,114.6,TVI
37.6752,-113.4278,125.9,TVI
37.6751,-113.4283,135.9,TVI
37.6751,-113.4288,145.4,TVI
37.6751,-113.4293,145.4,TVI
37.6751,-113.4298,143.0,TVI
37.6751,-113.4303,146.0,TVI
37.675,-113.4308,163.7,TVI
37.675,-113.4313,168.2,TVI
37.675,-113.4318,176.5,TVI
37.675,-113.4323,171.3,TVI
37.675,-113.4328,174.3,TVQ
37.675,-113.4333,175.3,TVQ
37.6749,-113.4338,145.1,TVQ
37.6749,-113.4343,136.2,TVQ
37.6749,-113.4348,128.0,TVQ
37.6749,-113.4353,120.7,TVQ
37.6749,-113.4358,111.9,TVQ
37.6748,-113.4363,102.1,TVQ
37.6748,-113.4368,93.9,TVQ
37.6748,-113.4373,86.3,TVQ
37.6748,-113.4378,87.5,TVQ
37.6748,-113.4383,96.0,TVQ
37.6747,-113.4388,103.0,TVQ
37.6747,-113.4393,107.6,TVQ
37.6747,-113.4398,114.9,TVQ
37.6747,-113.4403,126.2,TVQ
37.6747,-113.4408,138.7,TVQ
37.6747,-113.4413,160.0,TVQ
37.6746,-113.4418,173.7,TVQ
37.6746,-113.4423,160.0,TVQ
37.6746,-113.4428,142.6,TVQ
37.6746,-113.4433,132.0,TVQ
37.6746,-113.4438,119.2,TVQ
37.6745,-113.4443,112.2,TVQ
37.6745,-113.4448,101.5,TVQ
37.6745,-113.4453,87.5,TVQ
37.6745,-113.4458,81.4,TVQ
37.6745,-113.4463,90.5,TVQ
37.6744,-113.4468,108.5,TVQ
37.6744,-113.4473,126.8,TVQ
37.6744,-113.4478,124.1,TVQ
37.6744,-113.4483,110.9,TVQ
37.6744,-113.4488,108.2,TVQ
37.6744,-113.4493,103.0,TVQ
37.6743,-113.4498,93.3,TVQ
37.6743,-113.4503,79.9,TVQ
37.6743,-113.4508,75.0,TVQ
37.6743,-113.4513,78.9,TVQ
37.6743,-113.4518,82.9,TVU
37.6742,-113.4523,85.3,TVU
37.6742,-113.4528,91.7,TVU
37.6742,-113.4533,92.0,TVU
37.6742,-113.4538,86.6,TVU
37.6742,-113.4543,83.5,TVU
37.6741,-113.4548,82.6,TVU
37.6741,-113.4553,80.8,TVU
37.6741,-113.4558,80.2,TVU
37.6741,-113.4563,80.2,TVU
37.6741,-113.4568,74.4,TVU
37.6741,-113.4573,68.0,TVU
37.674,-113.4578,64.9,TVU
37.674,-113.4583,70.1,TVU
37.674,-113.4588,75.0,TVU
37.674,-113.4593,81.1,TVU
37.674,-113.4598,74.4,TVU
37.6739,-113.4603,66.1,TVU
37.6739,-113.4608,68.0,TVU
37.6739,-113.4613,74.1,TVU
37.6739,-113.4618,78.0,TVU
37.6739,-113.4623,76.5,QAG
37.6739,-113.4628,66.1,QAG
37.6738,-113.4633,56.1,QAG
37.6738,-113.4638,62.8,QAG
37.6738,-113.4643,77.1,QAG
37.6738,-113.4648,92.7,QAG
37.6738,-113.4653,111.9,QAG
37.6737,-113.4658,131.4,QAG
37.6737,-113.4663,169.5,QAG
37.6737,-113.4668,197.8,QAG
37.6737,-113.4673,216.1,QAG
37.6737,-113.4678,227.4,QAG
37.6736,-113.4683,230.7,QAG
37.6736,-113.4688,233.2,QAG
37.6736,-113.4693,243.8,QAG
37.6736,-113.4698,241.4,QAG
37.6736,-113.4703,245.1,TVU
37.6736,-113.4708,250.9,TVU
37.6735,-113.4713,241.4,TVU
37.6735,-113.4718,235.6,TVU
37.6735,-113.4723,242.0,TVU
37.6735,-113.4728,243.2,TVU
37.6735,-113.4733,229.8,TVU
37.6734,-113.4738,213.1,TVU
37.6734,-113.4743,209.1,TVU
37.6734,-113.4748,200.3,TVU
37.6734,-113.4753,173.1,TVU
37.6734,-113.4758,124.7,TVU
37.6734,-113.4763,117.3,TVU
37.6733,-113.4768,133.8,TVU
37.6733,-113.4773,165.8,TVU
37.6733,-113.4778,177.1,TVU
37.6733,-113.4783,181.4,TVU
37.6733,-113.4788,188.4,TVU
37.6732,-113.4793,202.4,TVU
37.6732,-113.4798,219.8,TVU
37.6732,-113.4803,224.3,TVU
37.6732,-113.4808,217.9,TVU
37.6732,-113.4813,222.5,TVU
37.6731,-113.4818,210.9,TVU
37.6731,-113.4823,213.1,TVU
37.6731,-113.4828,219.2,TVU
37.6731,-113.4833,217.9,TVU
37.6731,-113.4838,201.5,TVU
37.673,-113.4843,196.0,TVU
37.673,-113.4848,187.1,QAG
37.673,-113.4853,174.3,QAG
37.673,-113.4858,143.3,QAG
37.673,-113.4863,136.2,QAG
37.673,-113.4868,135.0,QAG
37.6729,-113.4873,142.0,QAG
37.6729,-113.4878,167.0,QAG
37.6729,-113.4883,175.9,QAG
37.6729,-113.4888,169.5,QAG
37.6729,-113.4893,169.5,QAG
37.6728,-113.4898,180.1,QAG
37.6728,-113.4903,177.7,QAG
37.6728,-113.4908,186.5,QAG
37.6728,-113.4913,185.9,QAG
37.6728,-113.4918,173.1,QAG
37.6727,-113.4923,174.3,QAG
37.6727,-113.4928,180.1,QAG
37.6727,-113.4933,172.5,QAG
37.6727,-113.4938,165.8,QAG
37.6727,-113.4943,164.9,QAG
37.6727,-113.4948,150.6,QAG
37.6726,-113.4953,136.9,QAG
37.6726,-113.4958,127.7,QAG
37.6726,-113.4963,123.7,QAG
37.6726,-113.4968,130.5,QAG
37.6726,-113.4973,135.9,QAG
37.6725,-113.4978,140.2,QAG
37.6725,-113.4984,146.0,QAG
37.6725,-113.4989,143.6,QAG
37.6725,-113.4994,143.6,QAG
37.6725,-113.4999,141.7,QAG
37.6724,-113.5004,140.5,QAG
37.6724,-113.5009,139.0,QAG
37.6724,-113.5014,134.1,QAG
37.6724,-113.5019,139.9,QAG
37.6724,-113.5024,145.7,QAG
37.6724,-113.5029,146.3,QAG
37.6723,-113.5034,161.2,QAG
37.6723,-113.5039,164.3,QAG
37.6723,-113.5044,163.1,QAG
37.6723,-113.5049,162.5,QAG
37.6723,-113.5054,164.9,QAG
37.6722,-113.5059,167.0,QAG
37.6722,-113.5064,157.6,QAG
37.6722,-113.5069,168.2,QAG
37.6722,-113.5074,184.7,QAG
37.6722,-113.5079,168.9,QAG
37.6721,-113.5084,169.5,QAG
37.6721,-113.5089,173.1,QAG
37.6721,-113.5094,162.5,QAG
37.6721,-113.5099,160.6,QAG
37.6721,-113.5104,164.9,QAG
37.6721,-113.5109,165.8,QAG
37.672,-113.5114,165.2,QAG
37.672,-113.5119,169.5,QAG
37.672,-113.5124,163.7,QAG
37.672,-113.5129,167.6,QAG
37.672,-113.5134,164.9,QAG
37.6719,-113.5139,165.8,QAG
37.6719,-113.5144,162.5,QAG
37.6719,-113.5149,164.9,QAG
37.6719,-113.5154,157.6,QAG
37.6719,-113.5159,163.7,QAG
37.6718,-113.5164,169.5,QAG
37.6718,-113.5169,173.1,QAG
37.6718,-113.5174,173.1,QAG
37.6718,-113.5179,164.9,QAG
37.6718,-113.5184,164.9,QAG
37.6718,-113.5189,162.5,QAG
37.6717,-113.5194,160.0,QAG
37.6717,-113.5199,158.8,QAG
37.6717,-113.5204,164.9,QAG
37.6717,-113.5209,163.7,QAG
37.6717,-113.5214,162.5,QAG
37.6716,-113.5219,164.9,QAG
37.6716,-113.5224,161.2,QAG
37.6716,-113.5229,162.5,QAG
37.6716,-113.5234,162.5,QAG
37.6716,-113.5239,151.8,QAG
37.6716,-113.5244,155.4,QAG
37.6715,-113.5249,156.4,QAG
37.6715,-113.5254,156.4,QAG
37.6715,-113.5259,146.6,QAG
37.6715,-113.5264,145.1,QAG
37.6715,-113.5269,150.6,QAG
37.6714,-113.5274,146.6,QAG
37.6714,-113.5279,155.4,QAG
37.6714,-113.5284,168.2,QAG
37.6714,-113.5289,154.2,QAG
37.6714,-113.5294,155.4,QAG
37.6713,-113.5299,168.9,QAS
37.6713,-113.5304,167.6,QAS
37.6713,-113.5309,167.6,QAS
37.6713,-113.5314,170.7,QAS
37.6713,-113.5319,162.5,QAS
37.6713,-113.5324,165.8,QAS
37.6712,-113.5329,167.0,QAS
37.6712,-113.5334,158.8,QAS
37.6712,-113.5339,168.2,QAS
37.6712,-113.5344,164.9,QAS
37.6712,-113.5349,161.2,QAS
37.6711,-113.5354,156.4,QAS
37.6711,-113.5359,163.7,QAS
37.6711,-113.5364,158.8,QAS
37.6711,-113.5369,158.8,QAS
37.6711,-113.5374,155.4,QAS
37.6711,-113.5379,163.1,QAS
37.671,-113.5384,160.0,QAS
37.671,-113.5389,154.2,QAS
37.671,-113.5394,163.1,QAS
37.671,-113.5399,146.0,QAS
37.671,-113.5404,156.4,QAS
37.6709,-113.5409,145.7,QAS
37.6709,-113.5414,145.1,QAS
37.6709,-113.5419,156.4,QAS
37.6709,-113.5425,146.0,QAS
37.6709,-113.543,146.6,QAS
37.6709,-113.5435,143.6,QAS
37.6708,-113.5441,139.9,QAS
37.6708,-113.5446,142.6,QAS
37.6708,-113.5451,142.3,QAS
37.6708,-113.5457,142.3,QAS
37.6708,-113.5462,141.7,QAS
37.6708,-113.5467,142.6,QAS
37.6707,-113.5472,142.0,QAS
37.6707,-113.5478,138.7,QAS
37.6707,-113.5483,139.6,QAS
37.6707,-113.5488,141.4,QAS
37.6707,-113.5494,140.5,QAS
37.6707,-113.5499,143.0,QAS
37.6707,-113.5504,142.6,QAS
37.6706,-113.551,142.6,QAS
37.6706,-113.5515,141.7,QAS
37.6706,-113.552,141.1,QAS
37.6706,-113.5526,143.6,QAS
37.6706,-113.5531,141.4,QAS
37.6706,-113.5536,142.0,QAS
37.6705,-113.5541,143.3,QAS
37.6705,-113.5547,142.3,QAS
37.6705,-113.5552,140.8,QAS
37.6705,-113.5557,142.0,QAS
37.6705,-113.5563,142.0,QAS
37.6705,-113.5568,143.0,QAS
37.6705,-113.5573,143.3,QAS
37.6704,-113.5579,144.2,QAS
37.6704,-113.5584,144.5,QAS
37.6704,-113.5589,148.1,QAS
37.6704,-113.5594,146.0,QAS
37.6704,-113.56,144.5,QAS
37.6704,-113.5605,146.9,QAS
37.6703,-113.561,146.6,QAS
37.6703,-113.5616,145.4,QAS
37.6703,-113.5621,153.0,QAS
37.6703,-113.5626,146.0,QAS
37.6703,-113.5632,157.6,QAS
37.6703,-113.5637,151.8,QAS
37.6703,-113.5642,145.7,QAS
37.6702,-113.5648,146.3,QAS
37.6702,-113.5653,142.6,QAS
37.6702,-113.5658,144.2,QAS
37.6702,-113.5663,144.5,QAS
37.6702,-113.5669,143.3,QAS
37.6702,-113.5674,141.1,QAS
37.6701,-113.5679,140.2,QAS
37.6701,-113.5685,139.6,QAS
37.6701,-113.569,137.5,QAS
37.6701,-113.5695,138.7,QAS
37.6701,-113.5701,136.9,QAS
37.6701,-113.5706,138.7,QAS
37.6701,-113.5711,137.8,QAS
37.67,-113.5717,138.1,QAS
37.67,-113.5722,140.8,QAS
37.67,-113.5727,136.2,QAS
37.67,-113.5732,139.3,QAS
37.67,-113.5738,137.5,QAS
37.67,-113.5743,139.0,QAS
37.6699,-113.5748,137.5,QAS
37.6699,-113.5754,135.3,QAS
37.6699,-113.5759,135.3,QAS
37.6699,-113.5764,138.7,QAS
37.6699,-113.577,136.2,QAS
37.6699,-113.5775,134.4,QAS
37.6699,-113.578,132.9,QAS
37.6698,-113.5786,131.7,QAS
37.6698,-113.5791,131.7,QAS
37.6698,-113.5796,130.8,QAS
37.6698,-113.5801,130.1,QAS
37.6698,-113.5807,128.9,QAS
37.6698,-113.5812,129.5,QAS
37.6698,-113.5817,128.9,QAS
37.6697,-113.5823,126.8,QAS
37.6697,-113.5828,127.4,QAS
37.6697,-113.5833,127.7,QAS
37.6697,-113.5839,128.0,QAS
37.6697,-113.5844,126.8,QAS
37.6697,-113.5849,125.9,QAS
37.6696,-113.5855,126.2,QAS
37.6696,-113.586,126.5,QAS
37.6696,-113.5865,126.8,QAS
37.6696,-113.587,128.0,QAS
37.6696,-113.5876,128.9,QAS
37.6696,-113.5881,127.7,QAS
37.6695,-113.5886,127.1,QAS
37.6695,-113.5892,129.2,QAS
37.6695,-113.5897,129.8,QAS
37.6695,-113.5902,130.1,QAS
37.6695,-113.5908,128.9,QAS
37.6695,-113.5913,131.7,QAS
37.6695,-113.5918,130.1,QAS
37.6694,-113.5924,129.2,QAS
37.6694,-113.5929,131.1,QAS
37.6694,-113.5934,132.3,QAS
37.6694,-113.5939,131.7,QAS
37.6694,-113.5945,131.7,QAS
37.6694,-113.595,133.5,QAS
37.6693,-113.5955,131.7,QAS
37.6693,-113.5961,133.8,QAS
37.6693,-113.5966,133.5,QAS
37.6693,-113.5971,133.5,QAS
37.6693,-113.5977,133.2,QAS
37.6693,-113.5982,132.0,QAS
37.6693,-113.5987,128.9,QAS
37.6692,-113.5993,131.7,QAS
37.6692,-113.5998,130.8,QAS
37.6692,-113.6003,132.0,QAS
37.6692,-113.6008,130.5,QAS
37.6692,-113.6014,127.7,QAS
37.6692,-113.6019,127.1,QAS
37.6691,-113.6024,127.7,QAS
37.6691,-113.603,127.1,QAS
37.6691,-113.6035,125.6,QAS
37.6691,-113.604,126.2,QAS
37.6691,-113.6046,128.0,QAS
37.6691,-113.6051,129.2,QAS
37.6691,-113.6056,129.5,QAS
37.669,-113.6061,129.8,QAS
37.669,-113.6067,129.8,QAS
37.669,-113.6072,129.8,QAS
37.669,-113.6077,128.6,QAS
37.669,-113.6083,129.2,QAS
37.669,-113.6088,126.5,QAS
37.669,-113.6093,127.1,QAS
37.6689,-113.6099,125.9,QAS
37.6689,-113.6104,124.1,QAS
37.6689,-113.6109,124.4,QAS
37.6689,-113.6115,125.9,QAS
37.6689,-113.612,127.1,QAS
37.6689,-113.6125,126.8,QAS
37.6688,-113.613,129.2,QAS
37.6688,-113.6136,130.1,QAS
37.6688,-113.6141,131.1,QAS
37.6688,-113.6146,131.4,QAS
37.6688,-113.6152,132.9,QAS
37.6688,-113.6157,132.0,QAS
37.6688,-113.6162,132.6,QAS
37.6687,-113.6168,131.7,QAS
37.6687,-113.6173,131.1,QAS
37.6687,-113.6178,132.9,QAS
37.6687,-113.6184,131.7,QAS
37.6687,-113.6189,133.2,QAS
37.6687,-113.6194,131.1,QAS
37.6686,-113.6199,130.1,QAS
37.6686,-113.6205,131.1,QAS
37.6686,-113.621,130.5,QAS
37.6686,-113.6215,130.5,QAS
37.6686,-113.6221,131.4,QAS
37.6686,-113.6226,128.6,QAS
37.6685,-113.6231,129.8,QAS
37.6685,-113.6237,131.1,QAS
37.6685,-113.6242,130.1,QAS
37.6685,-113.6247,132.0,QAS
37.6685,-113.6253,131.1,QAS
37.6685,-113.6258,128.6,QAS
37.6685,-113.6263,128.9,QAS
37.6684,-113.6268,130.1,QAS
37.6684,-113.6274,129.2,QAS
37.6684,-113.6279,129.8,QAS
37.6684,-113.6284,128.3,QAS
37.6684,-113.629,129.2,QAS
37.6684,-113.6295,129.2,QAS
37.6683,-113.63,128.0,QAS
37.6683,-113.6306,129.5,QAS
37.6683,-113.6311,129.2,QAS
37.6683,-113.6316,132.3,QAS
37.6683,-113.6322,133.5,QAS
37.6683,-113.6327,132.0,QAS
37.6683,-113.6332,131.7,QAS
37.6682,-113.6337,130.8,QAS
37.6682,-113.6343,130.1,QAS
37.6682,-113.6348,131.7,QAS
37.6682,-113.6353,130.8,QAS
37.6682,-113.6359,131.7,QAS
37.6682,-113.6364,130.5,QAS
37.6682,-113.6369,131.4,QAS
37.6681,-113.6375,132.0,QAS
37.6681,-113.638,131.1,QAS
37.6681,-113.6385,132.9,QAS
37.6681,-113.6391,130.5,QAS
37.6681,-113.6396,130.5,QAS
37.6681,-113.6401,130.8,QAS
37.668,-113.6406,130.1,QAS
37.668,-113.6412,132.6,QAS
37.668,-113.6417,130.5,QAS
37.668,-113.6422,132.6,QAS
37.668,-113.6428,130.8,QAS
37.668,-113.6433,129.8,QAS
37.668,-113.6438,130.8,QAS
37.6679,-113.6444,130.5,QAS
37.6679,-113.6449,131.7,QAS
37.6679,-113.6454,130.8,QAS
37.6679,-113.646,131.1,QAS
37.6679,-113.6465,132.0,QAS
37.6679,-113.647,132.9,QAS
37.6678,-113.6475,132.3,QAS
37.6678,-113.6481,131.1,QAS
37.6678,-113.6486,132.3,QAS
37.6678,-113.6491,129.5,QAS
37.6678,-113.6497,131.7,QAS
37.6678,-113.6502,129.8,QAS
37.6677,-113.6507,130.5,QAS
37.6677,-113.6513,129.5,QAS
37.6677,-113.6518,129.8,QAS
37.6677,-113.6523,131.1,QAS
37.6678,-113.6528,128.0,QAS
37.6678,-113.6534,129.2,QAS
37.6679,-113.6539,130.1,QAS
37.6679,-113.6544,132.0,QAS
37.668,-113.6549,131.7,QAS
37.668,-113.6554,132.9,QAS
37.668,-113.6559,133.5,QAS
37.6681,-113.6564,130.8,QAS
37.6681,-113.657,132.0,QAS
37.6682,-113.6575,132.0,QAS
37.6682,-113.658,133.2,QAS
37.6683,-113.6585,128.3,QAS
37.6683,-113.659,128.0,QAS
37.6684,-113.6595,127.7,QAS
37.6684,-113.66,126.2,QAS
37.6685,-113.6606,125.3,QAS
37.6685,-113.6611,126.8,QAS
37.6686,-113.6616,126.8,QAS
37.6686,-113.6621,126.8,QAS
37.6687,-113.6626,126.5,QAS
37.6687,-113.6631,127.7,QAS
37.6688,-113.6637,126.5,QAS
37.6688,-113.6642,127.7,QAS
37.6688,-113.6647,128.3,QAS
37.6689,-113.6652,127.7,QAS
37.6689,-113.6657,127.7,QAS
37.669,-113.6662,126.8,QAS
37.669,-113.6668,126.8,QAS
37.6691,-113.6673,129.8,QAS
37.6691,-113.6678,128.0,QAS
37.6692,-113.6683,129.2,QAS
37.6692,-113.6688,129.5,QAS
37.6693,-113.6693,127.4,QAS
37.6693,-113.6698,129.2,QAS
37.6694,-113.6704,127.7,QAS
37.6694,-113.6709,128.0,QAS
37.6695,-113.6714,127.7,QAS
37.6695,-113.6719,127.4,QAS
37.6696,-113.6724,127.4,QAS
37.6696,-113.6729,127.1,QAS
37.6696,-113.6735,128.3,QAS
37.6697,-113.674,127.7,QAS
37.6697,-113.6745,129.8,QAS
37.6698,-113.675,129.2,QAS
37.6698,-113.6755,129.2,QAS
37.6699,-113.676,130.1,QAS
37.6699,-113.6765,129.5,QAS
37.67,-113.6771,131.4,QAS
37.67,-113.6776,130.5,QAS
37.6701,-113.6781,131.7,QAS
37.6701,-113.6786,133.5,QAS
37.6702,-113.6791,136.2,QAS
37.6702,-113.6796,135.9,QAS
37.6703,-113.6801,138.1,QAS
37.6703,-113.6807,139.3,QAS
37.6704,-113.6812,139.6,QAS
37.6704,-113.6817,139.0,QAS
37.6705,-113.6822,139.9,QAS
37.6705,-113.6827,140.8,QAS
37.6706,-113.6832,140.5,QAS
37.6706,-113.6838,140.5,QAS
37.6706,-113.6843,141.7,QAS
37.6707,-113.6848,143.9,QAS
37.6707,-113.6853,143.6,QAS
37.6708,-113.6858,142.0,QAS
37.6708,-113.6863,142.3,QAS
37.6709,-113.6868,142.3,QAS
37.6709,-113.6874,143.3,QAS
37.671,-113.6879,144.2,QAS
37.671,-113.6884,143.6,QAS
37.6711,-113.6889,142.6,QAS
37.6711,-113.6894,143.6,QAS
37.6712,-113.6899,151.8,QAS
37.6712,-113.6905,146.3,QAS
37.6713,-113.691,149.4,QAS
37.6713,-113.6915,144.2,QAS
37.6713,-113.692,145.4,QAS
37.6714,-113.6925,145.1,QAS
37.6714,-113.693,146.0,QAS
37.6715,-113.6936,153.0,QAS
37.6715,-113.6941,150.6,QAS
37.6716,-113.6946,156.4,QAG
37.6716,-113.6951,146.0,QAG
37.6717,-113.6956,148.1,QAG
37.6717,-113.6961,153.6,QAG
37.6718,-113.6966,150.6,QAG
37.6718,-113.6972,154.2,QAG
37.6719,-113.6977,154.8,QAG
37.6719,-113.6982,160.6,QAG
37.672,-113.6987,164.9,QAG
37.672,-113.6992,163.7,QAG
37.6721,-113.6997,164.3,QAG
37.6721,-113.7003,168.2,QAG
37.6722,-113.7008,172.5,QAG
37.6722,-113.7013,163.7,QAG
37.6722,-113.7018,171.9,QAG
37.6723,-113.7023,160.0,QAG
37.6723,-113.7028,177.7,QAG
37.6724,-113.7033,172.5,QAG
37.6724,-113.7039,182.0,QAG
37.6725,-113.7044,177.1,QAG
37.6725,-113.7049,171.9,QAG
37.6726,-113.7054,181.4,QAG
37.6726,-113.7059,172.5,QAG
37.6727,-113.7064,184.7,QAG
37.6727,-113.7069,177.1,QAG
37.6728,-113.7075,189.6,QAG
37.6728,-113.708,181.4,QAG
37.6728,-113.7085,184.7,QAG
37.6729,-113.709,184.7,QAG
37.6729,-113.7095,183.2,QAG
37.6729,-113.71,182.6,QAG
37.6729,-113.7106,185.9,QAG
37.6729,-113.7111,174.3,QAG
37.6729,-113.7116,145.7,QAG
37.6729,-113.7121,135.6,QAG
37.6729,-113.7126,123.4,QAG
37.6729,-113.7131,116.7,QAG
37.6729,-113.7137,117.7,T1AI
37.6729,-113.7142,122.2,T1AI
37.6729,-113.7147,128.6,T1AI
37.6729,-113.7152,135.6,T1AI
37.6729,-113.7157,148.1,T1AI
37.6729,-113.7162,163.7,T1AI
37.6729,-113.7168,142.3,T1AI
37.673,-113.7173,129.2,T1AI
37.673,-113.7178,119.2,T1AI
37.673,-113.7183,118.0,T1AI
37.673,-113.7188,113.1,T1AI
37.673,-113.7193,100.0,T1AI
37.673,-113.7199,91.7,T1AI
37.673,-113.7204,86.3,T1AI
37.673,-113.7209,82.9,T1AI
37.673,-113.7214,81.1,T1AI
37.673,-113.7219,87.5,T1AI
37.673,-113.7224,91.1,T1AI
37.673,-113.7229,94.2,T1AI
37.673,-113.7235,93.6,T1AI
37.673,-113.724,93.6,T1AI
37.673,-113.7245,94.8,T1AI
37.673,-113.725,98.1,T1AI
37.673,-113.7255,99.4,T1AI
37.673,-113.726,99.1,T1AI
37.6731,-113.7266,100.6,T1AI
37.6731,-113.7271,102.7,T1AI
37.6731,-113.7276,104.9,T1AI
37.6731,-113.7281,105.5,T1AI
37.6731,-113.7286,107.0,T1AI
37.6731,-113.7291,108.5,T1AI
37.6731,-113.7297,106.7,T1AI
37.6731,-113.7302,107.0,T1AI
37.6731,-113.7307,104.9,T1AI
37.6731,-113.7312,105.5,T1AI
37.6731,-113.7317,105.5,T1AI
37.6731,-113.7322,107.3,T1AI
37.6731,-113.7328,109.4,T1AI
37.6731,-113.7333,112.8,QAG
37.6731,-113.7338,115.8,QAG
37.6731,-113.7343,119.8,QAG
