Latitude(DD),Longitude(DD),TotMagField,CorrectedMag
37.2354,-112.4613,52517.8,-205.9
37.2358,-112.4614,52522.1,-202.1
37.2362,-112.4614,52524.6,-199.9
37.2366,-112.4615,52515.6,-209.0
37.237,-112.4615,52526.6,-198.4
37.2374,-112.4615,52524.6,-201.1
37.2378,-112.4616,52524.1,-202.0
37.2382,-112.4616,52521.8,-204.5
37.2386,-112.4616,52520.8,-205.8
37.239,-112.4617,52524.8,-202.1
37.2395,-112.4617,52522.6,-204.6
37.2399,-112.4617,52525.3,-202.1
37.2403,-112.4618,52526.1,-201.5
37.2407,-112.4618,52525.8,-202.1
37.2411,-112.4618,52526.8,-201.4
37.2415,-112.4619,52530.1,-198.3
37.2419,-112.4619,52527.1,-201.6
37.2423,-112.4619,52525.6,-203.3
37.2427,-112.462,52529.1,-200.1
37.2431,-112.462,52528.6,-201.0
37.2435,-112.4621,52527.3,-202.5
37.2439,-112.4621,52531.6,-198.4
37.2443,-112.4621,52529.1,-201.1
37.2447,-112.4622,52531.3,-199.2
37.2451,-112.4622,52533.6,-197.1
37.2455,-112.4622,52532.3,-198.8
37.2459,-112.4623,52535.1,-196.4
37.2463,-112.4623,52534.1,-197.7
37.2467,-112.4623,52531.8,-200.3
37.2471,-112.4624,52536.8,-195.6
37.2475,-112.4624,52541.9,-190.7
37.2479,-112.4624,52530.3,-202.6
37.2483,-112.4625,52537.6,-195.3
37.2487,-112.4625,52537.1,-195.9
37.2491,-112.4625,52529.3,-203.8
37.2495,-112.4626,52534.3,-198.9
37.2499,-112.4626,52536.8,-196.6
37.2503,-112.4627,52537.3,-196.5
37.2507,-112.4627,52541.6,-192.6
37.2511,-112.4627,52541.1,-193.3
37.2515,-112.4628,52539.6,-195.0
37.2519,-112.4628,52546.8,-188.1
37.2523,-112.4628,52540.1,-195.1
37.2527,-112.4629,52535.3,-200.3
37.2531,-112.4629,52540.8,-194.8
37.2535,-112.4629,52539.3,-196.4
37.2539,-112.463,52545.1,-190.7
37.2543,-112.463,52540.3,-195.7
37.2547,-112.463,52543.1,-193.1
37.2551,-112.4631,52544.1,-192.2
37.2555,-112.4631,52546.6,-190.0
37.2559,-112.4632,52546.6,-190.2
37.2564,-112.4632,52548.3,-188.8
37.2568,-112.4632,52552.3,-185.0
37.2572,-112.4633,52546.1,-191.5
37.2576,-112.4633,52550.1,-187.8
37.258,-112.4633,52548.6,-189.5
37.2584,-112.4634,52553.3,-185.0
37.2588,-112.4634,52551.6,-187.0
37.2592,-112.4634,52555.8,-183.1
37.2596,-112.4635,52555.8,-183.3
37.26,-112.4635,52557.8,-181.5
37.2604,-112.4635,52561.6,-177.9
37.2608,-112.4636,52561.6,-178.0
37.2612,-112.4636,52560.6,-179.2
37.2616,-112.4637,52556.6,-183.4
37.262,-112.4637,52567.6,-172.7
37.2624,-112.4637,52564.3,-176.4
37.2628,-112.4638,52562.1,-178.8
37.2632,-112.4638,52565.3,-176.0
37.2636,-112.4638,52569.8,-171.6
37.264,-112.4639,52562.8,-178.7
37.2644,-112.4639,52564.6,-177.2
37.2648,-112.4639,52566.6,-175.5
37.2652,-112.464,52567.3,-175.0
37.2656,-112.464,52566.6,-176.1
37.266,-112.464,52568.6,-174.5
37.2664,-112.4641,52572.6,-170.9
37.2668,-112.4641,52569.1,-174.6
37.2672,-112.4641,52570.6,-173.4
37.2676,-112.4642,52571.3,-172.7
37.268,-112.4642,52571.3,-172.8
37.2684,-112.4643,52569.3,-174.9
37.2688,-112.4643,52572.3,-172.3
37.2692,-112.4643,52572.8,-171.9
37.2696,-112.4644,52569.8,-175.0
37.27,-112.4644,52570.1,-174.8
37.2704,-112.4644,52573.8,-171.2
37.2708,-112.4645,52573.1,-172.0
37.2712,-112.4645,52574.8,-170.5
37.2716,-112.4645,52573.3,-172.2
37.272,-112.4646,52581.3,-164.5
37.2724,-112.4646,52579.3,-166.8
37.2728,-112.4646,52575.1,-171.3
37.2732,-112.4647,52579.8,-167.0
37.2736,-112.4647,52580.3,-166.8
37.274,-112.4648,52581.8,-165.5
37.2745,-112.4648,52575.6,-171.7
37.2749,-112.4648,52579.6,-167.7
37.2753,-112.4649,52579.8,-167.7
37.2757,-112.4649,52584.1,-163.6
37.2761,-112.4649,52578.8,-169.0
37.2765,-112.465,52584.1,-163.8
37.2769,-112.465,52584.1,-164.0
37.2773,-112.465,52583.6,-164.6
37.2777,-112.4651,52589.1,-159.2
37.2781,-112.4651,52584.1,-164.4
37.2785,-112.4651,52583.6,-165.0
37.2789,-112.4652,52584.6,-164.3
37.2793,-112.4652,52589.8,-159.2
37.2797,-112.4652,52587.1,-162.3
37.2801,-112.4653,52586.3,-163.3
37.2805,-112.4653,52590.6,-159.2
37.2809,-112.4654,52595.1,-155.0
37.2813,-112.4654,52596.3,-154.1
37.2817,-112.4654,52596.1,-154.8
37.2821,-112.4655,52598.3,-152.6
37.2825,-112.4655,52604.1,-147.1
37.2829,-112.4655,52601.1,-150.4
37.2833,-112.4656,52601.3,-150.6
37.2837,-112.4656,52603.3,-148.8
37.2841,-112.4656,52600.1,-152.0
37.2845,-112.4657,52599.1,-153.1
37.2849,-112.4657,52599.1,-153.3
37.2853,-112.4657,52602.8,-149.6
37.2857,-112.4657,52601.6,-150.9
37.2861,-112.4657,52599.6,-153.1
37.2865,-112.4656,52602.8,-150.3
37.2869,-112.4655,52602.8,-150.5
37.2873,-112.4655,52606.3,-147.1
37.2877,-112.4654,52604.1,-149.6
37.2881,-112.4653,52606.3,-147.8
37.2885,-112.4653,52609.8,-144.6
37.2889,-112.4652,52612.1,-142.5
37.2893,-112.4651,52613.3,-141.6
37.2897,-112.465,52619.3,-135.9
37.2901,-112.465,52611.8,-143.6
37.2905,-112.4649,52614.8,-141.0
37.2909,-112.4648,52618.1,-138.0
37.2913,-112.4647,52621.3,-135.0
37.2917,-112.4647,52617.8,-138.9
37.2921,-112.4646,52622.1,-135.0
37.2925,-112.4645,52618.1,-139.4
37.2929,-112.4644,52616.1,-141.7
37.2933,-112.4644,52618.8,-138.8
37.2937,-112.4643,52619.1,-138.5
37.2941,-112.4642,52622.6,-135.2
37.2945,-112.4642,52615.1,-142.9
37.2949,-112.4641,52622.8,-135.5
37.2953,-112.464,52625.8,-132.9
37.2957,-112.4639,52631.6,-127.3
37.2961,-112.4639,52628.6,-130.4
37.2965,-112.4638,52622.6,-136.5
37.2969,-112.4637,52627.1,-132.2
37.2973,-112.4636,52628.6,-131.0
37.2977,-112.4636,52627.1,-133.0
37.2981,-112.4635,52629.3,-132.0
37.2985,-112.4634,52626.3,-135.6
37.2989,-112.4633,52632.1,-129.7
37.2993,-112.4633,52632.6,-129.1
37.2997,-112.4632,52634.6,-127.5
37.3001,-112.4631,52628.6,-133.9
37.3005,-112.4631,52629.1,-133.4
37.3009,-112.463,52630.8,-131.9
37.3013,-112.4629,52628.8,-133.4
37.3017,-112.4628,52631.3,-131.2
37.3021,-112.4628,52633.3,-129.9
37.3025,-112.4627,52633.6,-129.8
37.3029,-112.4626,52633.8,-129.9
37.3033,-112.4625,52630.1,-133.4
37.3037,-112.4625,52637.1,-126.4
37.3041,-112.4624,52635.8,-128.4
37.3045,-112.4623,52634.6,-130.0
37.3049,-112.4622,52637.1,-127.6
37.3053,-112.4622,52635.6,-129.1
37.3057,-112.4621,52635.3,-129.6
37.3061,-112.462,52634.6,-130.6
37.3065,-112.462,52637.3,-128.1
37.3069,-112.4619,52638.6,-126.7
37.3073,-112.4618,52636.1,-129.2
37.3077,-112.4617,52635.3,-130.3
37.3081,-112.4617,52638.1,-127.6
37.3085,-112.4616,52639.1,-126.6
37.3089,-112.4615,52641.1,-124.8
37.3093,-112.4614,52642.1,-124.2
37.3097,-112.4614,52641.1,-125.5
37.3101,-112.4613,52643.1,-123.7
37.3105,-112.4612,52642.3,-125.0
37.3109,-112.4612,52640.8,-126.9
37.3113,-112.4611,52639.1,-128.7
37.3117,-112.461,52638.8,-129.1
37.3121,-112.4609,52640.6,-127.4
37.3125,-112.4609,52638.8,-129.4
37.3129,-112.4608,52639.6,-128.8
37.3133,-112.4607,52643.8,-124.8
37.3137,-112.4606,52638.3,-130.5
37.3141,-112.4606,52645.6,-123.6
37.3145,-112.4605,52644.1,-125.7
37.3149,-112.4604,52642.8,-127.2
37.3153,-112.4604,52642.8,-127.5
37.3157,-112.4603,52638.1,-132.2
37.3161,-112.4602,52639.6,-130.7
37.3165,-112.4601,52640.1,-130.4
37.3169,-112.4601,52641.6,-129.1
37.3173,-112.46,52637.6,-133.5
37.3177,-112.4599,52636.3,-134.9
37.3181,-112.4598,52639.3,-132.0
37.3185,-112.4598,52636.6,-135.0
37.3189,-112.4597,52641.1,-130.6
37.3193,-112.4596,52640.6,-131.4
37.3197,-112.4595,52640.1,-132.1
37.3201,-112.4595,52634.6,-137.8
37.3205,-112.4594,52639.1,-133.7
37.3209,-112.4593,52633.1,-140.0
37.3213,-112.4592,52634.3,-139.0
37.3217,-112.4592,52641.1,-132.4
37.3222,-112.4591,52640.3,-132.9
37.3225,-112.459,52638.6,-135.3
37.323,-112.459,52638.6,-135.5
37.3234,-112.4589,52641.3,-133.2
37.3237,-112.4588,52640.6,-134.1
37.3242,-112.4587,52642.1,-133.0
37.3245,-112.4587,52643.8,-131.4
37.325,-112.4586,52643.3,-132.3
37.3254,-112.4585,52639.3,-136.5
37.3258,-112.4584,52640.6,-135.8
37.3262,-112.4584,52641.1,-135.5
37.3266,-112.4583,52637.8,-139.1
37.327,-112.4582,52642.8,-134.5
37.3274,-112.4582,52639.6,-137.7
37.3278,-112.4581,52641.8,-135.6
37.3282,-112.458,52637.3,-140.4
37.3286,-112.4579,52634.1,-143.7
37.329,-112.4579,52636.8,-141.2
37.3294,-112.4578,52637.1,-141.1
37.3298,-112.4577,52639.6,-139.0
37.3302,-112.4576,52638.3,-140.4
37.3306,-112.4576,52641.1,-138.0
37.331,-112.4575,52639.8,-139.6
37.3314,-112.4574,52634.3,-145.3
37.3318,-112.4573,52642.3,-137.4
37.3322,-112.4573,52635.8,-144.2
37.3326,-112.4572,52637.3,-142.9
37.333,-112.4571,52636.6,-143.9
37.3334,-112.4571,52640.3,-140.4
37.3338,-112.457,52633.3,-147.7
37.3342,-112.4569,52639.8,-141.5
37.3346,-112.4568,52630.3,-151.3
37.335,-112.4568,52638.1,-143.8
37.3354,-112.4567,52633.8,-148.3
37.3358,-112.4566,52631.8,-150.5
37.3362,-112.4565,52631.1,-151.4
37.3366,-112.4565,52630.6,-152.0
37.337,-112.4564,52631.1,-152.0
37.3374,-112.4563,52631.6,-151.6
37.3378,-112.4563,52635.6,-147.8
37.3382,-112.4562,52630.1,-153.5
37.3386,-112.4561,52631.6,-152.2
37.339,-112.456,52630.6,-153.3
37.3394,-112.456,52629.6,-154.4
37.3398,-112.4559,52630.3,-153.9
37.3402,-112.4558,52632.6,-151.8
37.3406,-112.4557,52630.3,-154.2
37.341,-112.4557,52631.1,-153.6
37.3414,-112.4556,52629.8,-155.1
37.3418,-112.4555,52628.1,-157.0
37.3422,-112.4554,52631.1,-154.4
37.3426,-112.4554,52631.3,-154.5
37.343,-112.4553,52632.6,-153.2
37.3434,-112.4552,52627.3,-158.8
37.3438,-112.4552,52625.6,-160.6
37.3442,-112.4551,52634.6,-151.8
37.3446,-112.455,52626.6,-159.9
37.345,-112.4549,52623.8,-162.8
37.3454,-112.4549,52625.1,-161.8
37.3458,-112.4548,52630.3,-156.8
37.3462,-112.4547,52627.1,-160.2
37.3466,-112.4546,52627.6,-159.8
37.347,-112.4546,52627.1,-160.6
37.3474,-112.4545,52622.1,-166.1
37.3478,-112.4544,52626.1,-162.5
37.3482,-112.4543,52626.1,-162.8
37.3486,-112.4543,52625.8,-163.5
37.349,-112.4542,52620.8,-168.9
37.3494,-112.4541,52621.3,-168.7
37.3498,-112.4541,52622.8,-167.4
37.3502,-112.454,52616.8,-173.7
37.3506,-112.4539,52624.1,-166.6
37.351,-112.4538,52623.8,-167.2
37.3514,-112.4538,52624.8,-166.4
37.3518,-112.4537,52623.8,-167.7
37.3522,-112.4536,52626.1,-165.6
37.3526,-112.4535,52629.1,-162.9
37.353,-112.4535,52630.1,-162.2
37.3534,-112.4534,52629.1,-163.7
37.3538,-112.4533,52628.1,-164.9
37.3542,-112.4533,52627.8,-165.3
37.3546,-112.4532,52625.3,-168.0
37.355,-112.4531,52621.6,-171.8
37.3554,-112.453,52621.1,-172.4
37.3558,-112.453,52626.3,-167.3
37.3562,-112.4529,52627.6,-166.2
37.3566,-112.4528,52627.6,-166.4
37.357,-112.4527,52623.8,-170.4
37.3574,-112.4527,52626.6,-167.7
37.3578,-112.4526,52624.3,-170.1
37.3582,-112.4525,52628.3,-166.1
37.3586,-112.4524,52627.3,-167.3
37.359,-112.4524,52628.6,-166.1
37.3594,-112.4523,52627.6,-167.1
37.3598,-112.4522,52625.3,-169.3
37.3602,-112.4522,52624.6,-169.9
37.3606,-112.4521,52625.6,-169.0
37.361,-112.452,52624.3,-170.4
37.3614,-112.4519,52626.8,-168.1
37.3618,-112.4519,52622.3,-173.3
37.3622,-112.4518,52628.1,-167.6
37.3626,-112.4517,52627.6,-168.4
37.363,-112.4516,52625.8,-170.6
37.3634,-112.4516,52626.8,-170.0
37.3638,-112.4515,52627.6,-169.8
37.3642,-112.4514,52631.1,-166.7
37.3646,-112.4513,52623.8,-174.2
37.365,-112.4513,52626.6,-171.6
37.3654,-112.4512,52627.1,-171.6
37.3658,-112.4511,52628.6,-170.5
37.3662,-112.4511,52625.6,-173.8
37.3666,-112.451,52631.8,-167.8
37.367,-112.4509,52628.6,-171.1
37.3674,-112.4508,52631.3,-168.5
37.3678,-112.4508,52633.3,-166.7
37.3682,-112.4507,52629.8,-170.4
37.3686,-112.4506,52631.8,-168.6
37.369,-112.4505,52637.3,-163.3
37.3694,-112.4505,52632.3,-168.4
37.3698,-112.4504,52634.8,-166.3
37.3702,-112.4503,52633.6,-167.6
37.3706,-112.4502,52631.3,-169.9
37.371,-112.4502,52634.6,-166.8
37.3714,-112.4501,52634.3,-167.4
37.3718,-112.45,52629.8,-172.0
37.3722,-112.45,52633.6,-168.2
37.3726,-112.4499,52630.1,-172.0
37.373,-112.4498,52639.3,-162.9
37.3734,-112.4497,52638.6,-163.9
37.3738,-112.4497,52651.1,-151.5
37.3742,-112.4496,52650.8,-152.0
37.3746,-112.4495,52651.3,-151.9
37.375,-112.4494,52651.1,-152.5
37.3754,-112.4494,52639.1,-164.6
37.3758,-112.4493,52634.1,-169.9
37.3762,-112.4492,52633.1,-171.1
37.3766,-112.4492,52629.3,-175.1
37.377,-112.4491,52632.3,-172.2
37.3774,-112.449,52634.6,-170.0
37.3778,-112.4489,52641.3,-163.4
37.3782,-112.4489,52635.8,-169.1
37.3786,-112.4488,52636.8,-168.3
37.379,-112.4487,52643.6,-161.7
37.3794,-112.4486,52634.6,-171.0
37.3798,-112.4486,52633.3,-172.5
37.3802,-112.4485,52637.3,-169.0
37.3806,-112.4484,52636.6,-169.8
37.381,-112.4484,52636.6,-170.1
37.3814,-112.4483,52636.3,-170.5
37.3818,-112.4482,52638.6,-168.5
37.3822,-112.4481,52635.8,-171.5
37.3826,-112.4481,52637.1,-170.4
37.383,-112.448,52646.3,-161.4
37.3834,-112.4479,52637.3,-170.6
37.3838,-112.4478,52639.1,-169.0
37.3842,-112.4478,52642.3,-165.9
37.3846,-112.4477,52641.1,-167.3
37.385,-112.4476,52641.1,-167.5
37.3854,-112.4475,52643.1,-165.6
37.3858,-112.4475,52642.6,-166.3
37.3862,-112.4474,52644.6,-164.7
37.3866,-112.4473,52638.1,-171.5
37.387,-112.4472,52647.8,-161.9
37.3874,-112.4472,52643.3,-166.7
37.3878,-112.4471,52642.3,-167.9
37.3882,-112.447,52643.8,-166.7
37.3886,-112.447,52643.8,-167.1
37.389,-112.4469,52645.6,-165.5
37.3894,-112.4468,52647.3,-164.1
37.3898,-112.4467,52644.6,-167.0
37.3902,-112.4467,52644.1,-167.8
37.3906,-112.4466,52645.6,-166.4
37.391,-112.4465,52644.1,-168.2
37.3914,-112.4464,52645.1,-167.5
37.3918,-112.4464,52641.6,-171.1
37.3922,-112.4463,52648.3,-164.7
37.3926,-112.4462,52644.1,-169.0
37.393,-112.4462,52643.3,-170.0
37.3934,-112.4461,52646.6,-166.8
37.3938,-112.446,52648.3,-165.3
37.3942,-112.4459,52645.8,-168.0
37.3946,-112.4459,52647.1,-166.9
37.395,-112.4458,52650.8,-163.4
37.3954,-112.4457,52648.1,-166.2
37.3958,-112.4456,52645.1,-169.3
37.3962,-112.4456,52649.1,-165.5
37.3966,-112.4455,52648.1,-166.8
37.397,-112.4454,52648.8,-166.4
37.3974,-112.4453,52651.1,-164.3
37.3978,-112.4453,52649.8,-165.8
37.3982,-112.4452,52655.1,-160.7
37.3986,-112.4451,52651.1,-164.9
37.399,-112.4451,52655.1,-161.0
37.3994,-112.445,52655.6,-160.7
37.3998,-112.4449,52654.8,-161.7
37.4002,-112.4448,52655.8,-160.9
37.4006,-112.4448,52655.1,-161.8
37.401,-112.4447,52653.6,-163.5
37.4014,-112.4446,52653.6,-163.7
37.4018,-112.4445,52654.8,-162.7
37.4022,-112.4445,52654.8,-162.9
37.4026,-112.4444,52654.6,-163.5
37.403,-112.4444,52656.8,-161.6
37.4034,-112.4443,52658.8,-159.7
37.4038,-112.4443,52657.3,-161.4
37.4042,-112.4443,52661.6,-157.3
37.4046,-112.4443,52661.8,-157.2
37.405,-112.4443,52657.3,-162.0
37.4054,-112.4443,52653.6,-165.9
37.4058,-112.4443,52662.6,-157.0
37.4062,-112.4443,52661.3,-158.6
37.4066,-112.4443,52657.8,-162.3
37.407,-112.4443,52667.1,-153.1
37.4074,-112.4443,52654.8,-165.6
37.4078,-112.4443,52662.6,-157.9
37.4082,-112.4443,52663.8,-157.0
37.4086,-112.4443,52656.1,-164.9
37.409,-112.4443,52661.1,-160.1
37.4093,-112.4443,52658.6,-162.8
37.4097,-112.4443,52666.8,-154.8
37.4101,-112.4443,52666.1,-155.7
37.4105,-112.4443,52663.8,-158.2
37.4109,-112.4443,52661.3,-160.9
37.4113,-112.4443,52664.3,-158.2
37.4117,-112.4443,52662.6,-160.1
37.4121,-112.4443,52664.8,-158.1
37.4125,-112.4443,52661.1,-162.1
37.4129,-112.4443,52667.1,-156.6
37.4133,-112.4443,52668.6,-155.5
37.4137,-112.4443,52667.6,-157.1
37.4141,-112.4443,52663.1,-162.1
37.4145,-112.4443,52665.6,-159.9
37.4149,-112.4443,52667.1,-158.3
37.4153,-112.4442,52665.3,-159.9
37.4157,-112.4442,52668.1,-157.1
37.4161,-112.4442,52668.8,-156.6
37.4165,-112.4442,52665.8,-159.8
37.4169,-112.4442,52669.1,-156.8
37.4173,-112.4442,52669.3,-157.1
37.4177,-112.4442,52665.1,-161.7
37.418,-112.4442,52665.3,-162.0
37.4184,-112.4442,52664.3,-163.2
37.4188,-112.4442,52672.8,-155.0
37.4192,-112.4442,52671.6,-156.6
37.4196,-112.4442,52670.1,-158.2
37.42,-112.4442,52669.1,-159.4
37.4204,-112.4442,52671.1,-157.5
37.4208,-112.4442,52670.8,-157.9
37.4212,-112.4442,52668.3,-160.5
37.4216,-112.4442,52670.6,-158.4
37.422,-112.4442,52667.1,-161.9
37.4224,-112.4442,52673.8,-155.4
37.4228,-112.4442,52675.8,-153.6
37.4232,-112.4442,52668.6,-161.0
37.4236,-112.4442,52674.8,-155.1
37.424,-112.4442,52672.3,-157.9
37.4244,-112.4442,52671.3,-159.2
37.4248,-112.4442,52669.8,-161.0
37.4252,-112.4442,52672.8,-158.3
37.4256,-112.4442,52673.1,-158.2
37.426,-112.4442,52673.6,-157.9
37.4263,-112.4442,52674.1,-157.6
37.4267,-112.4442,52672.6,-159.2
37.4271,-112.4442,52672.1,-160.0
37.4275,-112.4442,52673.3,-159.0
37.4279,-112.4442,52675.1,-157.5
37.4283,-112.4442,52673.1,-159.8
37.4287,-112.4442,52675.8,-157.1
37.4291,-112.4442,52674.6,-158.4
37.4295,-112.4442,52674.3,-158.7
37.4299,-112.4441,52677.6,-155.5
37.4303,-112.4441,52676.6,-156.6
37.4307,-112.4441,52678.3,-155.1
37.4311,-112.4441,52679.6,-154.0
37.4315,-112.4441,52676.8,-156.9
37.4319,-112.4441,52673.6,-160.3
37.4323,-112.4441,52678.1,-156.1
37.4327,-112.4441,52678.6,-155.8
37.4331,-112.4441,52676.8,-157.8
37.4335,-112.4441,52672.1,-162.8
37.4339,-112.4441,52676.6,-158.5
37.4343,-112.4441,52679.6,-155.7
37.4346,-112.4441,52677.1,-158.4
37.435,-112.4441,52676.6,-159.3
37.4354,-112.4441,52679.1,-157.1
37.4358,-112.4441,52683.8,-152.6
37.4362,-112.4441,52679.3,-157.4
37.4366,-112.4441,52681.1,-155.8
37.437,-112.4441,52681.6,-155.5
37.4374,-112.4441,52678.8,-158.4
37.4378,-112.4441,52680.3,-157.1
37.4382,-112.4441,52683.8,-153.9
37.4386,-112.4441,52681.8,-156.0
37.439,-112.4441,52683.6,-154.2
37.4394,-112.4441,52687.3,-150.7
37.4398,-112.4441,52678.8,-159.5
37.4402,-112.4441,52683.6,-155.0
37.4406,-112.4441,52686.8,-151.9
37.441,-112.4441,52681.3,-157.5
37.4414,-112.4441,52681.6,-157.4
37.4418,-112.4441,52687.3,-151.8
37.4422,-112.4441,52679.8,-159.5
37.4426,-112.4441,52683.1,-156.3
37.443,-112.4441,52687.3,-152.2
37.4434,-112.4441,52685.6,-154.0
37.4437,-112.4441,52685.6,-154.1
37.4441,-112.4441,52689.8,-150.1
37.4445,-112.444,52690.8,-149.1
37.4449,-112.444,52687.3,-152.7
37.4453,-112.444,52681.1,-159.0
37.4457,-112.444,52688.3,-151.8
37.4461,-112.444,52690.8,-149.4
37.4465,-112.444,52690.1,-149.6
37.4469,-112.444,52690.1,-149.9
37.4473,-112.444,52692.1,-147.8
37.4477,-112.444,52694.1,-146.1
37.4481,-112.444,52692.3,-148.2
37.4485,-112.444,52686.1,-154.8
37.4489,-112.444,52690.8,-150.1
37.4493,-112.444,52685.6,-155.6
37.4497,-112.444,52688.6,-152.7
37.4501,-112.444,52689.1,-152.7
37.4505,-112.444,52690.1,-152.2
37.4509,-112.444,52690.8,-151.7
37.4513,-112.444,52690.3,-152.6
37.4516,-112.444,52691.8,-151.1
37.452,-112.444,52688.3,-155.0
37.4524,-112.444,52689.8,-153.6
37.4528,-112.444,52694.1,-149.5
37.4532,-112.444,52692.1,-151.9
37.4537,-112.444,52695.1,-149.1
37.4541,-112.444,52696.6,-147.9
37.4545,-112.444,52692.1,-152.1
37.4549,-112.444,52691.6,-152.9
37.4554,-112.4439,52698.3,-146.9
37.4558,-112.4439,52699.6,-145.9
37.4562,-112.4439,52697.1,-148.7
37.4567,-112.4439,52692.3,-153.9
37.4571,-112.4439,52691.6,-154.8
37.4575,-112.4439,52698.6,-148.1
37.458,-112.4439,52698.6,-148.4
37.4584,-112.4439,52690.8,-156.6
37.4589,-112.4439,52696.1,-151.5
37.4593,-112.4439,52695.1,-152.8
37.4597,-112.4438,52695.8,-152.4
37.4602,-112.4438,52695.8,-152.7
37.4606,-112.4438,52695.8,-153.0
37.461,-112.4438,52696.6,-152.3
37.4615,-112.4438,52697.8,-151.4
37.4619,-112.4438,52700.8,-148.6
37.4623,-112.4438,52698.8,-150.8
37.4628,-112.4438,52698.3,-151.5
37.4632,-112.4438,52697.8,-152.4
37.4636,-112.4438,52699.3,-151.0
37.4641,-112.4437,52697.8,-152.9
37.4645,-112.4437,52697.1,-153.8
37.4649,-112.4437,52695.3,-155.6
37.4654,-112.4437,52702.3,-148.8
37.4658,-112.4437,52702.8,-148.5
37.4663,-112.4437,52703.8,-147.7
37.4667,-112.4437,52700.6,-151.1
37.4671,-112.4437,52700.1,-151.7
37.4676,-112.4437,52700.6,-151.5
37.468,-112.4437,52698.8,-153.6
37.4684,-112.4437,52700.6,-152.2
37.4689,-112.4436,52700.8,-152.5
37.4693,-112.4436,52697.8,-155.6
37.4697,-112.4436,52698.6,-154.9
37.4702,-112.4436,52704.1,-149.5
37.4706,-112.4436,52695.1,-158.8
37.471,-112.4436,52699.1,-154.9
37.4715,-112.4436,52699.3,-154.8
37.4719,-112.4436,52697.6,-156.5
37.4723,-112.4436,52701.1,-152.9
37.4728,-112.4436,52702.1,-151.3
37.4732,-112.4435,52699.6,-153.9
37.4736,-112.4435,52697.3,-156.5
37.4741,-112.4435,52703.1,-151.9
37.4745,-112.4435,52699.6,-155.9
37.475,-112.4435,52700.1,-155.7
37.4754,-112.4435,52699.6,-156.6
37.4758,-112.4435,52698.6,-158.1
37.4763,-112.4435,52699.6,-157.6
37.4767,-112.4435,52702.6,-154.9
37.4771,-112.4435,52699.8,-157.9
37.4776,-112.4435,52703.6,-154.1
37.478,-112.4434,52702.8,-155.2
37.4784,-112.4434,52700.3,-157.7
37.4789,-112.4434,52705.1,-152.8
37.4793,-112.4434,52699.3,-158.8
37.4797,-112.4434,52698.8,-159.6
37.4802,-112.4434,52698.1,-160.7
37.4806,-112.4434,52703.1,-156.2
37.481,-112.4434,52704.8,-155.0
37.4815,-112.4434,52698.8,-161.3
37.4819,-112.4434,52701.6,-158.7
37.4824,-112.4433,52700.6,-159.7
37.4828,-112.4433,52698.6,-161.8
37.4832,-112.4433,52697.1,-163.6
37.4837,-112.4433,52699.6,-161.5
37.4841,-112.4433,52697.6,-163.6
37.4845,-112.4433,52696.1,-165.1
37.485,-112.4433,52699.6,-161.6
37.4854,-112.4433,52701.8,-159.5
37.4858,-112.4433,52701.8,-159.8
37.4863,-112.4433,52697.6,-164.5
37.4867,-112.4433,52699.8,-162.6
37.4871,-112.4432,52701.3,-161.3
37.4876,-112.4432,52696.8,-166.1
37.488,-112.4432,52698.3,-164.9
37.4884,-112.4432,52702.1,-161.3
37.4889,-112.4432,52701.8,-161.9
37.4893,-112.4432,52701.1,-162.8
37.4897,-112.4432,52701.8,-162.4
37.4902,-112.4432,52703.6,-160.9
37.4906,-112.4432,52700.1,-164.6
37.4911,-112.4432,52700.8,-164.1
37.4915,-112.4431,52696.8,-168.1
37.4919,-112.4431,52699.6,-165.4
37.4924,-112.4431,52700.3,-165.2
37.4928,-112.4431,52696.3,-169.6
37.4932,-112.4431,52695.6,-170.8
37.4937,-112.4431,52699.1,-167.8
37.4941,-112.4431,52700.8,-166.6
37.4945,-112.4431,52696.6,-171.2
37.495,-112.4431,52703.8,-164.4
37.4954,-112.4431,52697.6,-170.7
37.4958,-112.4431,52695.8,-172.5
37.4963,-112.443,52703.4,-165.2
37.4967,-112.443,52699.1,-169.8
37.4971,-112.443,52701.8,-167.3
37.4976,-112.443,52698.6,-170.8
37.498,-112.443,52700.6,-169.0
37.4985,-112.443,52703.4,-166.6
37.4989,-112.443,52700.6,-169.7
37.4993,-112.443,52697.6,-173.1
37.4998,-112.443,52704.1,-167.2
37.5002,-112.443,52701.8,-170.0
37.5006,-112.4429,52704.1,-168.1
37.5011,-112.4429,52704.6,-167.7
37.5015,-112.4429,52702.3,-170.1
37.5019,-112.4429,52698.8,-173.6
37.5024,-112.4429,52698.6,-173.9
37.5028,-112.4429,52699.3,-173.1
37.5032,-112.4429,52698.8,-173.7
37.5037,-112.4429,52702.1,-170.5
37.5041,-112.4429,52701.1,-171.5
37.5045,-112.4429,52700.8,-171.8
37.505,-112.4429,52701.3,-171.5
37.5054,-112.4428,52707.1,-165.9
37.5059,-112.4428,52702.3,-170.9
37.5063,-112.4428,52698.8,-174.7
37.5067,-112.4428,52698.8,-174.9
37.5072,-112.4428,52699.8,-174.1
37.5076,-112.4428,52700.8,-173.0
37.508,-112.4428,52702.8,-170.9
